Parth_Priority,Claude_Priority,Location_Tier,Priority_Score,Action,Difficulty_Tier,Company,Role,Location,Competitiveness_Score,Resume_Match_Score,Cold_Email_Score,Recency_Score,Apply_Link,Date_Posted
45.0,48.0,3,43,Low Priority,1,Oracle,Data Analyst Intern,"Nashville, TN",8,6,4,4,"=HYPERLINK(""https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_45001/job/326677?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-13
45.0,48.0,3,43,Low Priority,3,Waters Corporation,Intern Software Developer,"Franklin, MA",8,6,4,4,"=HYPERLINK(""https://uscareers-waters.icims.com/jobs/25456/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-16
45.0,48.0,3,43,Low Priority,3,Veolia,Stakeholder Intelligence & Data Automation Intern,"Saddle Brook, NJ",8,6,4,4,"=HYPERLINK(""https://jobs.smartrecruiters.com/VeoliaEnvironnementSA/744000109787405?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-18
45.0,48.0,3,43,Low Priority,3,Steampunk,Data Scientist Intern - Data Exploitation and AI,"McLean, VA",8,6,4,4,"=HYPERLINK(""https://careers-steampunk.icims.com/jobs/7416/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-18
45.0,44.0,1,29,Low Priority,3,Alo Yoga,Data Analyst Intern - Growth Marketing,"Culver City, CA",8,4,2,2,"=HYPERLINK(""https://boards.greenhouse.io/aloyoga/jobs/5789964004?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-04
44.5,49.0,2,38,Low Priority,3,Shawmut Design and Construction,Intern/Coop-Software Development,"Boston, MA",8,6,4,2,"=HYPERLINK(""https://careers-shawmut.icims.com/jobs/6685/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-03
43.0,41.0,3,44,Low Priority,3,Air Liquide,HSE Data & Automation Intern,"Newark, DE",6,4,3,5,"=HYPERLINK(""https://airliquidehr.wd3.myworkdayjobs.com/AirLiquideExternalCareer/job/Newark-DE-ICD/HSE-Data---Automation-Intern_R10083535?utm_source=Simplify&ref=Simplify"",""Apply"")",
43.0,41.0,3,38,Low Priority,3,Aristocrat Leisure,Intern – Data Analyst,"Bedford, NH",8,4,3,5,"=HYPERLINK(""https://aristocrat.wd3.myworkdayjobs.com/aristocratexternalcareerssite/job/USA---New-Hampshire-Concord/Intern--Data-Analyst_R0020525?utm_source=Simplify&ref=Simplify"",""Apply"")",
43.0,41.0,3,44,Low Priority,3,Sharp Electronics,Intern - HR Data Analyst,"Mahwah, NJ",6,4,3,5,"=HYPERLINK(""https://careers-sharpusa.icims.com/jobs/8680/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",
43.0,41.0,3,44,Low Priority,3,APL Logistics,Apprentice/Intern - Data Science & BI - Wms,"Scottsdale, AZ",6,4,3,5,"=HYPERLINK(""https://hcut.fa.ap2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/3761?utm_source=Simplify&ref=Simplify"",""Apply"")",
43.0,41.0,3,44,Low Priority,3,Graybar,Intern - Data and Reporting,"Chesterfield, MO",6,4,3,5,"=HYPERLINK(""https://graybar.wd1.myworkdayjobs.com/Careers/job/Corporate-Chesterfield-MO/Summer-2026-Intern---Data-and-Reporting_R260112?utm_source=Simplify&ref=Simplify"",""Apply"")",
43.0,41.0,3,38,Low Priority,3,Uline,Financial Data Analyst Internship - Summer 2026,"Pleasant Prairie, WI",8,4,3,5,"=HYPERLINK(""https://uline.wd1.myworkdayjobs.com/en-US/Uline_Careers/job/Pleasant-Prairie-WI/Financial-Data-Analyst-Internship---Summer-2026_R260525?utm_source=Simplify&ref=Simplify"",""Apply"")",
43.0,41.0,3,44,Low Priority,3,APL Logistics,Apprentice/Intern – Data Science and BI Intern - 1st Shift - Scottsdale,"Scottsdale, AZ",6,4,3,5,"=HYPERLINK(""https://hcut.fa.ap2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/3715?utm_source=Simplify&ref=Simplify"",""Apply"")",
42.5,48.0,4,46,Apply Soon,3,Leidos,Data Architecture & Governance Intern,Remote in USA,8,7,4,4,"=HYPERLINK(""https://leidos.wd5.myworkdayjobs.com/External/job/6314-RemoteTeleworker-US/Data-Architecture---Governance-Intern_R-00176162?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-18
42.5,48.0,4,52,Apply Soon,3,EBSCO,Data Analytics and Experimentation Intern,Remote in USA,6,7,4,4,"=HYPERLINK(""https://careers-ebscoind.icims.com/jobs/1956/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-14
42.0,43.0,1,28,Low Priority,3,The Walt Disney Company,WDI Show Control Hardware Intern - Glendale - Summer 2026,"Glendale, CA",8,4,3,1,"=HYPERLINK(""https://disney.wd5.myworkdayjobs.com/disneycareerdc/job/Glendale-CA-USA/WDI-Show-Control-Hardware-Intern--Glendale--Summer-2026_10141979-1?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-02
41.5,50.0,3,44,Low Priority,3,HARMAN International,Summer Intern - Software Developer - Digital,"Novi, MI",8,7,6,2,"=HYPERLINK(""https://harman.wd3.myworkdayjobs.com/HARMAN/job/Novi---Michigan-USA---Cabot-Drive/Summer-Intern---Software-Developer---DigITal_R-51464-2026?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-05
41.5,50.0,3,44,Low Priority,3,Paccar,Software Engineering Intern - Powertrain Development,"Burlington, WA",8,7,6,2,"=HYPERLINK(""https://jobs.paccar.com/job/Mount-Vernon-Software-Engineering-Intern-Powertrain-Development-WA-98273-9671/1290590101/?ats=successfactors&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-05
41.5,50.0,3,44,Low Priority,3,National Renewable Energy Laboratory,Software Engineering Intern,"Golden, CO",8,7,6,2,"=HYPERLINK(""https://nrel.wd5.myworkdayjobs.com/nrel/job/Golden-CO/Post-Undergraduate-Graduate--Summer--Software-Engineering-Intern-for-Grid-Modeling-Applications_R14140?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-04
41.5,50.0,3,44,Low Priority,3,Bio-Techne,Software Developer Intern,"Wallingford, CT",8,7,6,2,"=HYPERLINK(""https://biotechne.wd5.myworkdayjobs.com/en-US/Biotechne/job/Wallingford-CT/Software-Developer-Intern_JR101471?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-04
41.5,50.0,3,44,Low Priority,3,Werfen,Software Engineering Intern,"Bedford, MA",8,7,6,2,"=HYPERLINK(""https://careers-werfen.icims.com/jobs/9881/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-04
41.5,50.0,3,44,Low Priority,3,Werfen,Software Engineering Intern,"Bedford, MA",8,7,6,2,"=HYPERLINK(""https://careers-werfen.icims.com/jobs/9804/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-04
41.5,50.0,3,44,Low Priority,3,Hitachi,Engineering-AI Content Development Intern,"Valparaiso, IN",8,7,6,2,"=HYPERLINK(""https://hitachi.wd1.myworkdayjobs.com/hitachi/job/Michigan-City-Indiana-United-States/Engineering--AI-Content-Development---Summer-Internship-2026_R0120064?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-11
41.5,50.0,3,44,Low Priority,3,KBR,National Security Solutions – Internship – AI/ML Intern - Nss,"Chantilly, VA",8,7,6,2,"=HYPERLINK(""https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Chantilly-Virginia/National-Security-Solutions--NSS--Internship---AI-ML-Intern_R2118798?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-10
41.5,50.0,3,44,Low Priority,3,Samsung,AI Applications Intern,"Englewood, NJ",8,7,6,2,"=HYPERLINK(""https://sec.wd3.myworkdayjobs.com/Samsung_Careers/job/700-Sylvan-Ave-Englewood-Cliffs-NJ-USA/AI-Applications-Intern_R114052?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-07
41.5,50.0,3,44,Low Priority,3,Resmed,AI Engineer Intern,"Norcross, GA",8,7,6,2,"=HYPERLINK(""https://resmed.wd3.myworkdayjobs.com/en-US/ResMed_External_Careers/job/US-Brightree-Peachtree-Corners-Corp-Office/AI-Engineer-Intern_JR_047986?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-06
41.5,50.0,3,44,Low Priority,3,Sun Life,Data Science Intern - Health & Risk Solutions - Summer 2026,"Needham, MA",8,7,6,2,"=HYPERLINK(""https://sunlife.wd3.myworkdayjobs.com/en-US/Campus/job/Wellesley-Hills-Massachusetts/Data-Science-Intern--Health---Risk-Solutions---Summer-2026_JR00120132-1?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-06
41.5,50.0,3,44,Low Priority,3,Hewlett Packard (HP),Artificial Intelligence Data Systems Intern,"Boise, ID",8,7,6,2,"=HYPERLINK(""https://hp.wd5.myworkdayjobs.com/EXTEU-AC-CareerSite/job/Boise-Idaho-United-States-of-America/Artificial-Intelligence--Data-Systems-Intern_UNI3786?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-05
41.5,50.0,3,44,Low Priority,3,Samsung,Samsung Care AI Data Analytics Intern,"Englewood, NJ",8,7,6,2,"=HYPERLINK(""https://sec.wd3.myworkdayjobs.com/Samsung_Careers/job/700-Sylvan-Ave-Englewood-Cliffs-NJ-USA/Samsung-Care-AI-Data-Analytic-Intern_R114055?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-05
41.5,50.0,3,44,Low Priority,3,Sharp Electronics,Intern-Solutions and Services - AI and Data Analytics,"Downers Grove, IL",8,7,6,2,"=HYPERLINK(""https://careers-sharpusa.icims.com/jobs/8693/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-04
41.5,50.0,3,44,Low Priority,3,Hewlett Packard (HP),Technology & Innovation Organization Hardware Engineering Intern,"Corvallis, OR",8,7,6,2,"=HYPERLINK(""https://hp.wd5.myworkdayjobs.com/EXTEU-AC-CareerSite/job/Corvallis-Oregon-United-States-of-America/Personal-Technology---Innovation-Organization-Hardware-Engineering-Internship_3154457?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-05
41.5,50.0,3,44,Low Priority,3,Hewlett Packard (HP),Personal Systems Hardware Engineering Internship,"Spring, TX",8,7,6,2,"=HYPERLINK(""https://hp.wd5.myworkdayjobs.com/EXTEU-AC-CareerSite/job/Spring-Texas-United-States-of-America/Personal-Systems-Hardware-Engineering-Internship_3153690-1?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-03
39.5,47.0,3,47,Apply Soon,3,Delinea,Software Engineering Intern,"Lehi, UT",6,7,4,2,"=HYPERLINK(""https://jobs.ashbyhq.com/delinea/3eed48b7-b60c-4c50-adc2-4523337e1592/application?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-09
39.5,47.0,3,41,Low Priority,3,Red Ventures,2026 Launch Program: Associate Software Engineer Intern,"Charlotte, NC",8,7,4,2,"=HYPERLINK(""https://www.redventures.com/careers/positions/open?gh_jid=7589458&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-05
39.5,47.0,3,41,Low Priority,3,General Dynamics Mission Systems,Software Engineering Intern,"Dedham, MA",8,7,4,2,"=HYPERLINK(""https://careers-gdms.icims.com/jobs/70444/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-04
39.5,47.0,3,41,Low Priority,3,AspenTech,Software Developer Intern - Digital Grid Management,"Wayzata, MN",8,7,4,2,"=HYPERLINK(""https://aspentech.wd5.myworkdayjobs.com/aspentech/job/Medina-Minnesota/Software-Development-Intern---Digital-Grid-Management---Summer-2026_R8627-1?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-04
39.5,47.0,3,47,Apply Soon,3,Werfen,Software Engineering Intern,"Bedford, MA",6,7,4,2,"=HYPERLINK(""https://careers-werfen.icims.com/jobs/9827/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-04
39.5,47.0,3,47,Apply Soon,3,Atlas Energy Solutions,Embedded Analytics Intern,"Kermit, TX",6,7,4,2,"=HYPERLINK(""https://job-boards.greenhouse.io/atlassand/jobs/8416154002?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-11
39.5,47.0,3,47,Apply Soon,3,Waters Corporation,IT Intern – Data Engineer - Data Platforms & Analytics,"Franklin, MA",6,7,4,2,"=HYPERLINK(""https://uscareers-waters.icims.com/jobs/25413/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-10
39.5,47.0,3,47,Apply Soon,3,Lynker,National Data Buoy Center – Summer 2026 Paid Internship or Apprenticeship - Ndbc,"John C. Stennis Space Center, MS",6,7,4,2,"=HYPERLINK(""https://careers-lynker.icims.com/jobs/1491/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-10
39.5,47.0,3,47,Apply Soon,3,BJ's Wholesale Club,Data AI Engineering Intern,"Marlborough, MA",6,7,4,2,"=HYPERLINK(""https://bjswholesaleclub.wd1.myworkdayjobs.com/BJsCareers/job/BJs-Club-Support-Center-Marlborough-MA-5997/Data-AI-Engineering-Intern_R227446?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-07
39.5,47.0,3,47,Apply Soon,3,Interdigital,Generative AI Implementation Intern,"Conshohocken, PA",6,7,4,2,"=HYPERLINK(""https://interdigital.wd5.myworkdayjobs.com/InterDigital_Intern/job/Conshohocken-PA/Generative-AI-Implementation-Intern_REQ26-1077?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-04
39.5,47.0,3,41,Low Priority,3,Hewlett Packard (HP),College Intern - AI Business Applications Support,"Spring, TX",8,7,4,2,"=HYPERLINK(""https://hp.wd5.myworkdayjobs.com/EXTEU-AC-CareerSite/job/Spring-Texas-United-States-of-America/College-Intern---AI-Business-Applications-Support_UNI2539?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-04
39.5,47.0,3,47,Apply Soon,3,RESPEC,Student Engineering Intern - Data Science,"Rapid City, SD",6,7,4,2,"=HYPERLINK(""https://jobs.smartrecruiters.com/RESPECInc/744000107100902?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-04
39.5,47.0,3,41,Low Priority,3,onsemi,Summer 2026 – Data Analytics and Business Systems Intern,"Scottsdale, AZ",8,7,4,2,"=HYPERLINK(""https://hctz.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/2503718?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-03
39.5,47.0,3,41,Low Priority,3,Applied Materials,"2026 Summer Software Engineer Intern - Bachelor's - Kalispell','MT","Kalispell, MT",8,7,4,2,"=HYPERLINK(""https://amat.wd1.myworkdayjobs.com/External/job/KalispellMT/XMLNAME-2026-Summer-Software-Engineer-Intern---Bachelor-s--Kalispell--MT-_R2611643?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-03
39.0,38.5,3,36,Low Priority,3,Cadence Design Systems,SVG Software Intern - Summer 2026,"Burlington, MA",8,4,3,4,"=HYPERLINK(""https://cadence.wd1.myworkdayjobs.com/University_Talent_Intern/job/Burlington-MA/SVG-Software-Intern--Summer-2026-_R52517?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-13
39.0,38.5,3,36,Low Priority,3,Cadence Design Systems,SVG Software Intern - Summer 2026,"Burlington, MA",8,4,3,4,"=HYPERLINK(""https://cadence.wd1.myworkdayjobs.com/University_Talent/job/Burlington-MA/SVG-Software-Intern--Summer-2026-_R52517-1?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-13
39.0,38.5,3,36,Low Priority,3,SMX,"Summer Internship-Foreign Policy - Intelligence and Data Analytics - Kapolei, HI","Kapolei, HI",8,4,3,4,"=HYPERLINK(""https://www.smxtech.com/careers/?gh_jid=7630388003&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-14
38.5,39.5,2,37,Low Priority,3,Four Hands,Data Analytics Intern,"Austin, TX",6,4,3,2,"=HYPERLINK(""https://job-boards.greenhouse.io/fourhands/jobs/4115689009?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-03
38.0,44.5,3,42,Low Priority,3,Teledyne,NHRC Software Engineering Intern,"Huntsville, AL",7,6,5,2,"=HYPERLINK(""https://flir.wd1.myworkdayjobs.com/flircareers/job/US---Huntsville-AL/NHRC-Software-Engineering-Internship_REQ32989?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-03
37.5,47.5,3,42,Low Priority,3,Sarepta,Machine Learning Scientist – Oligo Research Intern,"Bedford, MA",8,7,6,1,"=HYPERLINK(""https://sarepta.wd5.myworkdayjobs.com/en-US/sarepta_external/job/Bedford-MA/Machine-Learning-Scientist--Oligo-Research-Intern_R-03118?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-02
37.0,43.0,3,38,Low Priority,3,General Dynamics Mission Systems,Software Engineering Intern,"Dedham, MA",8,6,4,2,"=HYPERLINK(""https://careers-gdms.icims.com/jobs/70532/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-04
37.0,43.0,3,38,Low Priority,3,General Dynamics Mission Systems,Software Engineer Intern,"Bloomington, MN",8,6,4,2,"=HYPERLINK(""https://careers-gdms.icims.com/jobs/70446/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-03
36.5,46.0,4,44,Low Priority,1,Twilio,Software Engineer Intern - United States,Remote in USA,8,7,6,2,"=HYPERLINK(""https://job-boards.greenhouse.io/twilio/jobs/7560246?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-10
36.5,46.0,4,44,Low Priority,3,Cotiviti,Intern – Data Scientist,Remote in USA,8,7,6,2,"=HYPERLINK(""https://careers-cotiviti.icims.com/jobs/18261/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-11
35.5,44.5,3,44,Low Priority,3,Graco,AI Engineer Intern,"Minneapolis, MN",6,7,4,1,"=HYPERLINK(""https://graco.wd501.myworkdayjobs.com/Graco_Careers/job/Minneapolis-Minnesota-USA-Riverside-Office-Complex/AI-Engineer-Intern_R0021280?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-02
34.5,43.0,4,47,Apply Soon,3,VSP Vision,Intern - Software Engineer - Ventures,Remote in USA,6,7,4,2,"=HYPERLINK(""https://vsp.wd1.myworkdayjobs.com/vspvisioncareers/job/Remote-US/Internship--Software-Engineer---Ventures_R-8827?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-05
34.5,39.0,3,41,Low Priority,3,Wade Trim,Software Developer Intern - Sharepoint,"Detroit, MI",6,5,4,2,"=HYPERLINK(""https://jobs.lever.co/wadetrim/da20ee87-1b51-4f97-81b6-6b3fd61f8c5a/apply?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-05
34.5,39.0,3,41,Low Priority,3,Menasha Corporation,Data Analytics Intern,"Oconomowoc, WI",6,5,4,2,"=HYPERLINK(""https://menasha.wd12.myworkdayjobs.com/menashacorp/job/Oconomowoc-Wisconsin/Data-Analytics-Intern_R12682?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-07
31.0,33.5,3,30,Low Priority,3,CFD Research Corporation,Intern – Hypersonic Research Engineer - Experiment Data Analysis Summer 2026 - Huntsville,"Huntsville, AL",8,4,3,2,"=HYPERLINK(""https://www.cfd-research.com/jobs?gh_jid=4117294009&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-11
31.0,33.5,3,30,Low Priority,3,Muon Space,Data Analyst Intern - Summer 2026,"Occoquan Historic District, VA",8,4,3,2,"=HYPERLINK(""https://job-boards.greenhouse.io/muonspace/jobs/5042639007?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-07
31.0,33.5,3,42,Low Priority,3,Toll Brothers,Data Engineering Intern,"Ambler, PA",4,4,3,2,"=HYPERLINK(""https://jobs-tollbrothers.icims.com/jobs/24364/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-05
31.0,33.5,3,30,Low Priority,3,Rocket Companies,"Data Analyst Intern - Summer 2026 - Windsor','On","Detroit, MI",8,4,3,2,"=HYPERLINK(""https://quickenloans.wd5.myworkdayjobs.com/rocket_careers/job/Windsor-ON/Data-Analyst-Intern---Summer-2026--Windsor--ON-_R-080639?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-04
30.5,36.5,3,38,Low Priority,3,W.R. Berkley,Business and Data Analyst Intern,"Farmington, CT",6,5,4,1,"=HYPERLINK(""https://careers-berkley.icims.com/jobs/13507/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-02
